TRAIT	FILE	ID	CHR	P0	P1	BLOCK	Z	P	RESID.Z	PIP	IN.CRED.SET
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.WBSCR22.wgt.RDat	WBSCR22	7	73100000	73100000	7:71874885..73334602	-4.0605	4.9e-05	-3.4465009011177	9.008303734534e-05	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ABHD11.wgt.RDat	ABHD11	7	73200000	73200000	7:71874885..73334602	1.30559	0.192	-3.04440303532849	0.00010048818380903	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Muscularis/GTEx.Esophagus_Muscularis.ENSG00000174353.13.STAG3L3.wgt.RDat	STAG3L3	7	72500000	72500000	7:71874885..73334602	2.15918	0.0308	-0.800057478789081	0.000153167006783521	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Spleen/GTEx.Spleen.ENSG00000182487.8.NCF1B.wgt.RDat	NCF1B	7	72600000	72600000	7:71874885..73334602	14.3355	1.31e-46	11.7391047899127	0.000179118366502631	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.POM121.wgt.RDat	POM121	7	72300000	72300000	7:71874885..73334602	-5.1307	2.89e-07	-0.101328671618125	0.000208255716785906	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000130305.12.NSUN5.wgt.RDat	NSUN5	7	72700000	72700000	7:71874885..73334602	-13.87021	9.6e-44	-10.5223656707151	0.000247018018218004	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Colon_Transverse/GTEx.Colon_Transverse.ENSG00000106133.13.NSUN5P2.wgt.RDat	NSUN5P2	7	72400000	72400000	7:71874885..73334602	-1.715	0.086351	-1.89712030045192	0.000545184009950659	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000165171.6.WBSCR27.wgt.RDat	WBSCR27	7	73200000	73200000	7:71874885..73334602	-0.67048	0.503	4.23817043252555	0.000798874001548658	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000106089.7.STX1A.wgt.RDat	STX1A	7	73100000	73100000	7:71874885..73334602	0.9186	0.358	0.740037477606724	0.00081548394905273	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CLDN4.wgt.RDat	CLDN4	7	73200000	73200000	7:71874885..73334602	-0.81716	0.414	4.19390884984346	0.000964533146396495	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000009954.6.BAZ1B.wgt.RDat	BAZ1B	7	72900000	72900000	7:71874885..73334602	-2.6438	0.0082	-4.18132487755467	0.00142850318310725	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000254184.3.TYW1B.wgt.RDat	TYW1B	7	7.2e+07	7.2e+07	7:71874885..73334602	1.06719	0.286	3.65411564991421	0.111407993033151	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000106635.3.BCL7B.wgt.RDat	BCL7B	7	7.3e+07	7.3e+07	7:71874885..73334602	0.42067	0.674	-0.559120468356581	0.872718100003584	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TRIM50.wgt.RDat	TRIM50	7	72700000	72700000	7:71874885..73334602	2.82209	0.00477	7.91650469277025	0.999406960829664	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MLXIPL.wgt.RDat	MLXIPL	7	7.3e+07	7.3e+07	7:71874885..73334602	-16.75664	5.06e-63	-13.1403860265349	0.999999990617738	TRUE
TG	INTERCEPT	INTERCEPT.10:63341695..65794114	10	0	0	10:63341695..65794114	2.28624947731303	0.0222396677258319	0	0	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ADO.wgt.RDat	ADO	10	64600000	64600000	10:63341695..65794114	1.9557	0.0505	0.478538849632125	0.00023445324279563	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Muscle_Skeletal/GTEx.Muscle_Skeletal.ENSG00000238280.1.RP11-436D10.3.wgt.RDat	RP11-436D10.3	10	64600000	64600000	10:63341695..65794114	1.45179	0.1466	0.763488511190508	0.00026068468286708	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000272767.1.JMJD1C-AS1.wgt.RDat	JMJD1C-AS1	10	65200000	65200000	10:63341695..65794114	3.4299	0.000604	0.224193985133558	0.000322078879836904	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000171988.13.JMJD1C.wgt.RDat	JMJD1C	10	64900000	64900000	10:63341695..65794114	4.08425	4.42e-05	0.758254431023822	0.000767466937559948	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000122877.9.EGR2.wgt.RDat	EGR2	10	64600000	64600000	10:63341695..65794114	-1.37309	0.17	-2.16015395151527	0.00185826657436156	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.ARID5B.wgt.RDat	ARID5B	10	63700000	63700000	10:63341695..65794114	-1.82712	0.067681	-2.75866832876966	0.00421964453932778	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.C10orf107.wgt.RDat	C10orf107	10	63400000	63400000	10:63341695..65794114	-0.9889	0.323	-2.59116196182669	0.00906221444446313	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000165476.8.REEP3.wgt.RDat	REEP3	10	65300000	65300000	10:63341695..65794114	-3.09859	0.00194	-3.50398271884671	0.0356705210296183	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RTKN2.wgt.RDat	RTKN2	10	63900000	63900000	10:63341695..65794114	-2.452	0.0142	-3.9744026236814	0.218638127600696	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000148572.10.NRBF2.wgt.RDat	NRBF2	10	64900000	64900000	10:63341695..65794114	6.8991	5.23e-12	4.1420620040648	0.33780871632928	TRUE
TG	NULL	NULL.10:63341695..65794114	10	0	0	10:63341695..65794114	0	1	0	0.468391456244289	TRUE
TG	INTERCEPT	INTERCEPT.11:58780549..62223771	11	0	0	11:58780549..62223771	2.87104382655215	0.00409118798820981	0	0	FALSE
TG	NULL	NULL.11:58780549..62223771	11	0	0	11:58780549..62223771	0	1	0	3.4040506044163e-10	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.ASRGL1.wgt.RDat	ASRGL1	11	62100000	62100000	11:58780549..62223771	0.71831	0.473	0.0307724826248371	0.00015547628724808	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.SLC15A3.wgt.RDat	SLC15A3	11	60700000	60700000	11:58780549..62223771	0.21999	0.826	-0.205065075058049	0.000157598199332808	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000166927.8.MS4A7.wgt.RDat	MS4A7	11	60200000	60200000	11:58780549..62223771	-0.597	0.550526	0.687500892953782	0.000159359085219462	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.DDB1.wgt.RDat	DDB1	11	61100000	61100000	11:58780549..62223771	0.6837	0.494	0.159678581510333	0.00015968080067956	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AP003733.1.wgt.RDat	AP003733.1	11	61700000	61700000	11:58780549..62223771	2.2255	0.026	1.34154030953226	0.000167542792705501	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Spleen/GTEx.Spleen.ENSG00000204950.2.LRRC10B.wgt.RDat	LRRC10B	11	61300000	61300000	11:58780549..62223771	-0.6247	0.532	-0.699031770127822	0.000169413279626346	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellar_Hemisphere/GTEx.Brain_Cerebellar_Hemisphere.ENSG00000166889.13.PATL1.wgt.RDat	PATL1	11	59400000	59400000	11:58780549..62223771	-0.2299	0.81818	0.568317735303089	0.000178606824455127	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.FADS2.wgt.RDat	FADS2	11	61600000	61600000	11:58780549..62223771	4.4426	8.89e-06	4.03069254770599	0.000181778672744628	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Colon_Transverse/GTEx.Colon_Transverse.ENSG00000255118.1.RP11-703H8.7.wgt.RDat	RP11-703H8.7	11	62100000	62100000	11:58780549..62223771	0.98527	0.324	0.504585055792159	0.000185573096789208	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Uterus/GTEx.Uterus.ENSG00000162148.6.PPP1R32.wgt.RDat	PPP1R32	11	61200000	61200000	11:58780549..62223771	5.1446	2.68e-07	4.41799535860154	0.000187864898913802	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000255126.1.CTD-2531D15.5.wgt.RDat	CTD-2531D15.5	11	62200000	62200000	11:58780549..62223771	0.99027	0.322	0.626129909954705	0.000188225451262823	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000256813.1.RP11-804A23.4.wgt.RDat	RP11-804A23.4	11	60600000	60600000	11:58780549..62223771	-0.07013	0.944	-1.01038411112435	0.000202288841239109	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.AHNAK.wgt.RDat	AHNAK	11	62200000	62200000	11:58780549..62223771	0.44814	0.654	1.20245958490841	0.000212962374387194	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MYRF.wgt.RDat	MYRF	11	61500000	61500000	11:58780549..62223771	3.068	0.00215	2.93620074404628	0.00021562197761253	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000167987.6.VPS37C.wgt.RDat	VPS37C	11	60900000	60900000	11:58780549..62223771	0.6397	0.522364	0.940490596037139	0.000224134508797879	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000134780.5.DAGLA.wgt.RDat	DAGLA	11	61400000	61400000	11:58780549..62223771	1.2774	0.201	1.24905681793904	0.000226404457296113	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM132A.wgt.RDat	TMEM132A	11	60700000	60700000	11:58780549..62223771	-0.2241	0.823	-0.726317840337063	0.000229020382211279	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.FTH1.wgt.RDat	FTH1	11	61700000	61700000	11:58780549..62223771	1.50321	0.133	2.52221425994909	0.000235799425379042	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000167985.2.SDHAF2.wgt.RDat	SDHAF2	11	61200000	61200000	11:58780549..62223771	0.0851	0.932	-1.1418365524311	0.000236691552229605	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TMEM109.wgt.RDat	TMEM109	11	60700000	60700000	11:58780549..62223771	-0.7636	0.445	-0.158616476338979	0.000237728877709758	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Colon_Transverse/GTEx.Colon_Transverse.ENSG00000110107.4.PRPF19.wgt.RDat	PRPF19	11	60700000	60700000	11:58780549..62223771	0.832	0.405	0.420540758762159	0.00023897585026579	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.CCDC86.wgt.RDat	CCDC86	11	60600000	60600000	11:58780549..62223771	0.13041	0.896	0.834270167531001	0.000271498776263457	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Muscularis/GTEx.Esophagus_Muscularis.ENSG00000013725.10.CD6.wgt.RDat	CD6	11	60700000	60700000	11:58780549..62223771	-0.6946	0.487	-1.43484223463207	0.000389539876898031	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000187049.5.TMEM216.wgt.RDat	TMEM216	11	61200000	61200000	11:58780549..62223771	0.3651	0.71502	-1.11222502883328	0.000724282323811054	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.MPEG1.wgt.RDat	MPEG1	11	5.9e+07	5.9e+07	11:58780549..62223771	0.03099	0.975	-1.67003189022917	0.000841824176794441	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.INCENP.wgt.RDat	INCENP	11	61900000	61900000	11:58780549..62223771	0.0625	0.95	-1.0552471720081	0.00100226538490755	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MS4A14.wgt.RDat	MS4A14	11	60100000	60100000	11:58780549..62223771	-0.2489	0.803	1.36996855952393	0.00120245147085986	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.BEST1.wgt.RDat	BEST1	11	61700000	61700000	11:58780549..62223771	-0.9529	0.341	-1.95607390116825	0.00128971413323704	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.TCN1.wgt.RDat	TCN1	11	59600000	59600000	11:58780549..62223771	1.28278	0.2	2.33248321721676	0.00169815177595557	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.RAB3IL1.wgt.RDat	RAB3IL1	11	61700000	61700000	11:58780549..62223771	-1.55902	0.119	-1.59065918556461	0.00180183158932078	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.FAM111A.wgt.RDat	FAM111A	11	58900000	58900000	11:58780549..62223771	-0.0222	0.982	-1.98762800320866	0.00218785514133171	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MS4A4A.wgt.RDat	MS4A4A	11	6e+07	6e+07	11:58780549..62223771	2.3606	0.0182	2.92241737893156	0.00223424860912402	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TMEM258.wgt.RDat	TMEM258	11	61500000	61500000	11:58780549..62223771	7.8062	5.89e-15	6.60844357482413	0.00235163872303809	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MS4A6A.wgt.RDat	MS4A6A	11	59900000	59900000	11:58780549..62223771	1.74787	0.0805	2.67757396127856	0.00371428545527137	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MS4A1.wgt.RDat	MS4A1	11	60200000	60200000	11:58780549..62223771	1.50963	0.131	1.49535858074897	0.00447330186780663	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Pituitary/GTEx.Pituitary.ENSG00000255139.1.AP000442.1.wgt.RDat	AP000442.1	11	59400000	59400000	11:58780549..62223771	0.545	0.585782	-1.94291518913748	0.00549044037538853	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.FADS3.wgt.RDat	FADS3	11	61600000	61600000	11:58780549..62223771	-2.7365	0.00621	-3.54756193854214	0.00835879159497388	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.C11orf10.wgt.RDat	C11orf10	11	61600000	61600000	11:58780549..62223771	9.321425	1.15e-20	7.32646571285124	0.0115636403621372	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.CD5.wgt.RDat	CD5	11	60900000	60900000	11:58780549..62223771	-1.0613	0.289	-2.01877488635635	0.0132352186406003	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000166900.10.STX3.wgt.RDat	STX3	11	59500000	59500000	11:58780549..62223771	-1.1281	0.259263	2.72891195992813	0.0434829402342492	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DTX4.wgt.RDat	DTX4	11	58900000	58900000	11:58780549..62223771	0.57079	0.568	3.58169085155014	0.0980598610640475	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.FADS1.wgt.RDat	FADS1	11	61600000	61600000	11:58780549..62223771	-9.8339	8.04e-23	-7.86292593401396	0.471334305120868	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.FEN1.wgt.RDat	FEN1	11	61600000	61600000	11:58780549..62223771	9.8527	6.67e-23	7.87722482052659	0.518081915126328	TRUE
TG	INTERCEPT	INTERCEPT.11:116383348..117747110	11	0	0	11:116383348..117747110	1.16898723800931	0.242408773190933	0	0	FALSE
TG	NULL	NULL.11:116383348..117747110	11	0	0	11:116383348..117747110	0	1	0	1.1002665053805e-42	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.DSCAML1.wgt.RDat	DSCAML1	11	1.17e+08	1.17e+08	11:116383348..117747110	0.0584	0.953	0.185654221394352	8.36462254955005e-07	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.SIK3.wgt.RDat	SIK3	11	1.17e+08	1.17e+08	11:116383348..117747110	0.48443	0.628	2.7541093761938	1.28162786949001e-06	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PCSK7.wgt.RDat	PCSK7	11	1.17e+08	1.17e+08	11:116383348..117747110	-2.753	0.00591	-4.91170303959463	2.71079702508551e-06	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000186318.12.BACE1.wgt.RDat	BACE1	11	1.17e+08	1.17e+08	11:116383348..117747110	-2.93559	0.00333	-3.94051756921808	0.000185683362236525	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CEP164.wgt.RDat	CEP164	11	1.17e+08	1.17e+08	11:116383348..117747110	-3.6617	0.000251	-3.24257651250355	0.00432632609007141	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TAGLN.wgt.RDat	TAGLN	11	1.17e+08	1.17e+08	11:116383348..117747110	-7.2551	4.01e-13	-4.53224689155257	0.134182624004432	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000235910.1.AP006216.12.wgt.RDat	AP006216.12	11	1.17e+08	1.17e+08	11:116383348..117747110	1.55308	0.12	2.35210473002091	0.39071675859106	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PAFAH1B2.wgt.RDat	PAFAH1B2	11	1.17e+08	1.17e+08	11:116383348..117747110	3.4236	0.000618	6.04430371274617	0.604968468793855	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SIDT2.wgt.RDat	SIDT2	11	1.17e+08	1.17e+08	11:116383348..117747110	-8.5925	8.51e-18	-5.86320405085811	0.8658178194129	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Heart_Left_Ventricle/GTEx.Heart_Left_Ventricle.ENSG00000118137.5.APOA1.wgt.RDat	APOA1	11	1.17e+08	1.17e+08	11:116383348..117747110	-0.6643	0.506	-2.601824493896	0.96445241002195	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000167257.6.RNF214.wgt.RDat	RNF214	11	1.17e+08	1.17e+08	11:116383348..117747110	2.6139	0.008952	4.50354496793453	0.989854669749639	TRUE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ZNF259.wgt.RDat	ZNF259	11	1.17e+08	1.17e+08	11:116383348..117747110	-14.746	3.26e-49	-13.0258663720649	1	TRUE
TG	INTERCEPT	INTERCEPT.12:122007651..124977980	12	0	0	12:122007651..124977980	-0.0630245248026741	0.949746975170446	0	0	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.VPS37B.wgt.RDat	VPS37B	12	1.23e+08	1.23e+08	12:122007651..124977980	0.09649	0.923132	0.1154699319552	0.000209711313886837	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DIABLO.wgt.RDat	DIABLO	12	1.23e+08	1.23e+08	12:122007651..124977980	-0.41292	0.679667	-0.428012243719342	0.000210162042834955	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.LRRC43.wgt.RDat	LRRC43	12	1.23e+08	1.23e+08	12:122007651..124977980	0.10447	0.917	0.0923010185398834	0.000212849977378359	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TMED2.wgt.RDat	TMED2	12	1.24e+08	1.24e+08	12:122007651..124977980	1.13651	0.256	1.16256712350726	0.000213339958164191	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000130787.9.HIP1R.wgt.RDat	HIP1R	12	1.23e+08	1.23e+08	12:122007651..124977980	0.0525	0.958	0.071370085632842	0.000214147121328317	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.DDX55.wgt.RDat	DDX55	12	1.24e+08	1.24e+08	12:122007651..124977980	-0.8306	0.406	-0.861837161983235	0.000215867002489542	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.KNTC1.wgt.RDat	KNTC1	12	1.23e+08	1.23e+08	12:122007651..124977980	0.27324	0.785	0.296419722746034	0.000217174037024656	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.EIF2B1.wgt.RDat	EIF2B1	12	1.24e+08	1.24e+08	12:122007651..124977980	0.05635	0.95506	0.0852093676661756	0.000219235822885227	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.VPS33A.wgt.RDat	VPS33A	12	1.23e+08	1.23e+08	12:122007651..124977980	-0.84859	0.396	-0.848509315307799	0.000219452871557014	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000111358.9.GTF2H3.wgt.RDat	GTF2H3	12	1.24e+08	1.24e+08	12:122007651..124977980	-1.2224	0.2216	-1.24780935794051	0.000219725430265915	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000090975.8.PITPNM2.wgt.RDat	PITPNM2	12	1.23e+08	1.23e+08	12:122007651..124977980	0.18767	0.851	0.218469086658882	0.0002235812280059	FALSE
TG	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CCDC62.wgt.RDat	CCDC62	12	1.23e+08	1.23e+08	12:122007651..124977980	0.62285	0.533	0.620661773374693	0.000228724714737675	FALSE
